index,omega_sq_real,omega_sq_imag,Omega,is_finite,is_positive,is_real_mode
145.0,2.4700515844894536e6,0.0,5193.55016367656,1.0,1.0,1.0
146.0,2.50430335775287e6,0.0,5229.43521488328,1.0,1.0,1.0
147.0,2.5046853269965043e6,0.0,5229.83400987085,1.0,1.0,1.0
148.0,2.5310782338036047e6,0.0,5257.316265275978,1.0,1.0,1.0
149.0,2.531078233937602e6,0.0,5257.316265415141,1.0,1.0,1.0
150.0,2.558897445716704e6,0.0,5286.129028620698,1.0,1.0,1.0
151.0,2.55889744577017e6,0.0,5286.129028675923,1.0,1.0,1.0
152.0,2.627611846626788e6,0.0,5356.633398428954,1.0,1.0,1.0
153.0,2.6290168762647067e6,0.0,5358.065349434494,1.0,1.0,1.0
154.0,2.7327675808235747e6,0.0,5462.766879759142,1.0,1.0,1.0
155.0,2.732767580826881e6,0.0,5462.7668797624465,1.0,1.0,1.0
156.0,2.852654541873755e6,0.0,5581.3069793070335,1.0,1.0,1.0
157.0,2.856871447010157e6,0.0,5585.430708669736,1.0,1.0,1.0
158.0,3.0472497578925705e6,0.0,5768.532513229588,1.0,1.0,1.0
159.0,3.047249758125701e6,0.0,5768.532513450249,1.0,1.0,1.0
160.0,3.257140162805339e6,0.0,5963.888880406333,1.0,1.0,1.0
161.0,3.26997574152889e6,0.0,5975.628426993723,1.0,1.0,1.0
162.0,3.4200741867559706e6,0.0,6111.236382220475,1.0,1.0,1.0
163.0,3.6445043117655306e6,0.0,6308.564581937763,1.0,1.0,1.0
164.0,3.644504311873465e6,0.0,6308.564582031179,1.0,1.0,1.0
165.0,4.056339284060103e6,0.0,6655.465797518331,1.0,1.0,1.0
166.0,4.107238870959047e6,0.0,6697.092538622473,1.0,1.0,1.0
167.0,5.0343985012915945e6,0.0,7414.5553901838375,1.0,1.0,1.0
168.0,5.034398501405304e6,0.0,7414.555390267573,1.0,1.0,1.0
169.0,5.702098006467826e6,0.0,7890.93848858478,1.0,1.0,1.0
